twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100,totalTargets,numMines,numNonMines,numUndetected,numDetected,numClassified,numMILCOS,numNOMBOS,numNotClassified,numFalseNeg,numFalsePos,completionTime
2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,3,2,2,2,1,2,3,2,2,2,1,3,2,1,2,2,3,3,1,1,2,1,4,3,4,1,4,4,4,1,3,1,4,2,4,2,3,2,1,4,3,4,1,5,1,4,1,3,3,4,3,4,5,4,1,2,4,3,1,3,5,6,2,2,5,2,1,5,1,1,2,2,3,5,5,5,4,2,3,2,1,4,1,1,7,6,2,4,5,5,4,4,4,1,6,3,2,1,2,2,6,4,5,2,5,3,8,7,8,4,5,6,6,4,1,7,1,8,2,7,2,8,8,7,7,7,7,7,7,5,7,7,7,1,8,5,7,1,10,5,5,10,2,2,5,2,5,9,2,7,2,5,5,1,2,9,5,6,3,5,2,10,2,2,9,10,10,3,10,10,5,10,9,2,7,2,10,10,483,453,480,160,194,39,102,26,48,161,347,350,277,98,469,17,373,124,506,496,203,308,325,21,249,137,63,482,187,48,482,147,140,98,238,7,63,410,327,82,172,203,399,261,149,505,90,459,276,276,187,378,300,392,17,216,15,150,504,243,197,430,501,482,48,147,116,276,482,332,211,216,34,75,209,19,278,215,292,90,17,300,208,371,275,303,469,26,19,453,228,187,378,315,187,258,160,377,384,203,1584,1036.0,548,1,1583.0,1583.0,1036.0,547.0,0.0,0.0,0.0,81656.12306613976
2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,3,3,3,3,2,2,1,2,2,3,1,2,3,3,2,3,1,1,3,1,1,1,2,4,2,1,2,4,3,3,1,1,1,2,4,2,3,1,3,2,5,1,1,2,2,2,3,4,5,3,3,1,1,3,1,2,1,1,5,1,1,3,3,4,5,3,3,5,5,2,3,2,2,6,3,6,5,5,2,3,4,5,7,5,2,1,2,1,4,3,1,4,7,6,3,3,1,5,1,2,2,6,1,1,2,6,2,8,7,1,7,4,1,1,6,2,3,4,5,1,6,1,9,6,4,1,1,6,6,6,8,9,6,2,7,2,2,7,6,4,4,4,8,10,4,8,10,4,4,10,4,4,1,4,4,10,4,2,3,3,10,9,8,1,10,9,3,3,9,3,3,3,3,3,10,3,3,11,282,41,21,3,274,138,405,73,200,27,93,271,73,477,199,4,482,419,375,130,407,370,472,452,30,230,407,132,4,505,308,4,206,329,137,470,96,21,288,9,477,308,221,348,206,33,80,163,97,238,4,264,498,499,487,406,185,373,14,108,130,307,27,230,370,375,264,242,80,329,498,220,100,406,481,187,254,225,137,311,284,47,487,510,61,434,435,406,498,88,123,271,95,164,88,348,472,206,387,117,1359,1044.0,315,0,1359.0,1359.0,1044.0,315.0,0.0,0.0,0.0,1124983.7710730175
1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,3,3,3,2,2,1,1,2,3,3,1,2,3,2,2,2,2,2,2,3,1,4,2,2,2,2,2,2,3,4,3,2,3,4,4,2,1,2,3,2,5,2,4,4,4,4,1,5,5,2,2,1,1,1,3,4,3,1,1,3,6,5,2,6,6,2,3,6,1,6,1,6,6,3,5,3,1,6,4,2,1,2,1,4,4,7,3,1,1,5,5,7,1,1,4,4,3,5,1,3,1,1,4,8,7,7,4,2,8,5,3,7,3,2,6,5,8,4,2,2,2,9,8,4,2,8,8,2,1,2,8,8,2,7,6,2,4,4,8,8,8,2,8,2,6,6,2,2,7,2,8,1,8,8,8,9,9,7,7,7,7,9,7,4,7,1,3,7,7,3,7,7,7,4,1,1,8,243,356,373,462,471,68,294,92,333,57,295,349,8,328,242,161,322,392,278,214,218,392,111,174,148,392,325,325,272,209,203,228,175,392,287,383,349,110,254,66,414,19,287,7,196,189,161,148,328,371,340,19,228,312,38,312,161,372,175,250,434,9,271,175,392,44,322,189,161,328,205,503,68,218,463,111,67,177,412,33,161,327,67,343,430,233,497,349,33,253,410,126,172,313,409,139,172,253,258,70,885,696.0,189,0,885.0,885.0,696.0,189.0,0.0,0.0,0.0,766440.4493662093
1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,3,2,2,1,2,3,3,1,2,1,2,3,3,1,3,1,1,4,4,2,3,1,1,1,2,3,3,4,2,4,5,1,1,3,1,1,2,5,1,5,2,5,4,1,3,3,5,3,5,6,4,2,3,3,1,2,4,6,2,4,5,5,4,5,1,4,6,1,4,2,2,7,7,3,5,5,6,2,6,7,7,1,3,5,6,7,4,2,1,7,8,6,6,8,6,8,2,6,4,6,3,6,6,6,5,2,7,4,4,1,1,1,7,1,6,1,1,1,1,4,1,1,1,1,4,1,4,3,8,9,9,9,3,3,3,5,9,9,3,2,9,4,3,3,9,7,3,1,2,5,2,5,8,2,5,5,5,8,5,9,2,9,5,2,7,5,5,11,276,153,221,66,292,424,71,365,305,21,122,322,78,63,13,154,154,484,137,454,34,506,242,34,53,305,242,502,108,258,108,34,341,130,402,360,194,291,289,484,493,163,460,381,424,41,392,510,402,483,482,108,21,456,255,96,208,352,48,375,41,89,144,414,145,477,44,402,235,211,385,96,368,95,433,322,509,452,203,12,325,242,78,113,328,304,37,145,364,344,344,61,235,269,289,82,90,122,396,414,2186,1069.0,1117,0,2186.0,2186.0,1069.0,1117.0,0.0,0.0,0.0,1200190.2631841472
2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,3,3,3,3,2,2,3,1,3,4,1,3,2,4,1,2,1,1,1,4,2,2,3,2,2,4,4,2,2,1,1,2,3,5,5,1,3,4,4,4,2,5,2,3,2,1,5,4,5,4,5,2,4,1,6,5,6,6,6,1,1,3,6,6,5,1,2,3,6,6,6,6,7,1,6,4,1,3,1,5,6,5,7,7,1,5,6,2,5,3,2,3,7,1,5,2,2,2,4,1,8,4,4,5,4,8,4,7,7,2,7,7,7,3,2,2,7,2,3,7,7,7,1,9,7,7,6,4,8,3,8,4,4,4,1,4,1,8,6,4,8,2,4,4,4,4,1,3,5,5,5,1,5,5,5,5,6,5,5,9,1,5,5,10,5,5,9,113,94,419,280,9,280,352,84,107,471,320,136,308,483,221,204,183,471,48,324,336,110,55,243,391,423,120,423,101,428,78,122,342,428,96,416,231,4,191,468,253,309,461,179,471,221,429,136,263,50,253,385,107,457,391,457,9,281,457,384,110,246,504,107,378,13,391,457,332,204,289,391,457,391,125,289,385,221,89,221,87,110,400,40,35,479,245,110,23,155,320,498,120,405,195,4,82,457,146,231,1017,394.0,623,1,1016.0,1016.0,394.0,622.0,0.0,0.0,0.0,428992.18486474943
2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,2,1,2,3,2,3,2,2,2,2,3,2,1,3,2,3,2,4,1,3,4,2,2,3,2,4,2,4,1,2,2,4,3,2,3,4,5,3,4,4,2,2,5,3,1,2,5,4,3,2,1,1,3,2,1,2,5,3,1,2,5,4,5,4,3,6,5,1,4,2,4,5,5,1,6,2,5,6,1,2,3,1,3,6,6,3,5,2,4,1,2,6,5,1,5,4,8,5,1,8,4,8,4,2,7,8,6,1,2,1,1,8,4,2,7,3,9,3,9,7,3,9,3,3,3,3,7,9,3,3,9,8,7,3,7,5,5,6,5,6,5,6,8,6,5,6,5,6,6,6,5,6,6,10,4,7,11,1,1,11,9,1,11,9,10,11,11,1,3,1,11,7,1,11,9,129,54,7,215,273,495,291,488,214,410,141,250,465,208,401,221,111,401,420,110,410,420,381,182,135,163,465,166,420,120,201,353,126,271,333,129,241,450,54,255,86,504,152,470,504,208,285,32,488,241,457,101,233,443,32,245,272,334,147,191,214,302,174,484,111,135,208,188,228,135,86,375,127,289,253,245,264,363,88,228,74,165,191,127,189,364,410,228,294,32,208,333,155,40,175,54,93,132,166,457,1681,448.0,1233,2,1679.0,1679.0,448.0,1231.0,0.0,0.0,0.0,223730.77945995744
2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,3,3,3,2,2,3,1,1,3,2,1,2,3,3,3,1,1,1,2,3,2,2,2,4,3,1,1,3,4,3,1,2,2,2,2,2,4,2,1,4,1,3,3,4,1,2,3,4,3,5,2,5,3,2,1,4,1,3,1,6,3,1,2,6,3,3,1,2,5,6,1,4,5,5,6,4,1,1,5,1,4,7,2,6,4,1,4,3,7,2,1,6,7,2,1,2,5,7,6,7,6,5,1,6,7,1,2,8,4,5,6,8,5,5,7,8,1,8,1,8,8,1,7,1,6,8,8,1,1,9,1,1,1,9,4,5,4,8,5,2,10,10,10,2,6,2,2,2,2,5,10,1,2,10,6,2,9,6,1,6,6,6,6,8,1,6,6,6,1,9,9,6,11,1,2,6,6,11,265,366,169,158,78,319,52,509,298,484,448,293,175,288,10,351,503,159,250,291,416,61,305,365,12,251,116,135,113,137,418,399,125,67,5,28,256,234,67,470,480,458,168,45,28,331,226,251,34,176,288,453,34,398,484,453,408,173,385,365,336,129,125,450,209,458,34,209,175,222,50,370,511,161,118,484,217,76,356,169,169,450,190,450,159,82,83,169,429,67,385,351,34,368,484,176,209,78,389,386,2092,1050.0,1042,32,2060.0,2060.0,1029.0,1031.0,0.0,0.0,0.0,89495.11115929155
1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,3,1,1,1,2,3,3,3,2,2,3,1,1,1,3,2,1,3,4,3,4,4,2,2,1,3,4,1,3,3,1,2,2,2,4,4,2,5,3,1,2,4,1,2,5,3,1,4,4,4,2,4,5,1,4,2,2,1,5,6,2,2,6,6,6,6,5,5,1,3,5,6,3,4,3,2,3,3,6,2,6,2,4,1,1,4,3,1,7,7,3,7,5,7,3,7,3,7,5,6,5,7,7,3,4,6,6,8,3,2,2,8,6,8,2,8,1,7,2,2,8,8,8,5,9,9,2,2,5,2,2,9,7,9,8,2,2,7,1,2,1,6,6,6,2,6,6,1,6,6,6,7,6,6,6,1,5,1,8,8,8,4,4,8,1,8,2,8,8,2,8,8,8,5,1,2,10,180,281,166,36,1,139,465,263,71,414,250,283,301,125,75,372,457,351,484,257,311,446,148,111,208,283,39,500,351,334,478,351,108,311,192,181,66,16,403,179,150,505,273,289,446,167,159,272,384,463,446,255,115,4,178,230,209,80,208,495,8,463,34,235,340,111,413,75,250,381,337,125,153,384,220,44,300,430,174,384,159,486,21,463,133,258,397,280,292,111,44,429,58,203,321,128,78,27,355,128,1303,958.0,345,1,1302.0,1302.0,958.0,344.0,0.0,0.0,0.0,526451.8440513926
2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,3,1,3,2,2,1,3,3,2,2,1,3,3,3,2,1,3,1,3,3,2,2,4,2,3,3,2,3,3,3,3,1,1,2,4,3,2,4,1,3,3,3,1,1,2,3,1,2,3,4,2,5,5,3,3,2,5,1,1,4,6,2,2,3,4,1,1,1,3,2,6,5,6,5,1,1,5,2,7,4,4,6,3,6,2,5,3,1,2,7,2,4,5,3,7,6,2,3,7,4,6,8,4,2,1,4,5,3,8,7,2,2,2,3,1,2,6,2,2,4,4,9,1,1,3,9,4,7,4,3,4,4,9,6,6,7,8,3,4,4,4,4,10,4,10,7,9,4,4,5,10,4,4,4,4,4,4,10,8,5,5,10,5,5,5,11,5,5,9,5,3,2,5,5,9,11,5,11,511,319,212,502,270,117,349,492,470,158,433,342,501,210,426,59,496,44,109,211,142,44,249,129,322,381,59,222,35,322,113,459,139,433,441,438,444,94,433,469,223,242,79,19,362,378,486,145,139,368,441,72,190,351,169,143,483,117,334,410,39,365,455,113,462,242,307,492,158,117,433,44,207,69,285,99,256,160,413,492,299,132,486,392,318,302,342,459,222,268,69,19,72,65,242,441,393,285,219,476,1876,591.0,1285,1,1875.0,1875.0,591.0,1284.0,0.0,0.0,0.0,778602.8580924922
1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,3,3,2,2,1,3,1,2,1,3,3,2,2,3,2,1,2,3,3,3,3,3,1,2,4,4,3,4,4,2,2,2,2,4,3,2,1,4,2,4,4,4,2,1,2,5,1,3,3,3,1,1,1,5,2,2,2,2,2,5,6,3,6,4,5,6,2,2,2,1,3,4,5,2,2,5,3,5,1,7,1,7,7,5,6,6,4,4,5,3,3,1,5,2,5,3,3,7,8,8,3,2,3,5,6,2,1,2,3,2,8,3,2,2,2,8,5,5,3,5,5,1,7,5,1,5,5,5,5,8,7,5,7,5,9,8,7,8,9,6,3,6,6,6,3,6,3,10,6,8,9,6,3,6,3,5,6,5,3,6,6,6,6,11,6,9,7,2,1,10,10,6,10,6,6,9,9,11,467,476,77,1,44,420,400,74,12,225,229,107,23,14,312,420,242,137,298,62,348,94,254,12,43,74,157,213,229,54,97,422,305,74,462,87,420,90,69,163,305,225,33,503,315,257,287,135,157,314,461,275,265,187,448,132,138,57,350,449,448,395,473,419,420,14,351,399,381,448,409,110,386,74,471,461,9,364,223,506,195,399,152,358,353,420,69,337,331,350,420,331,420,441,501,60,422,420,220,26,664,594.0,70,0,664.0,664.0,594.0,70.0,0.0,0.0,0.0,378670.65381081856
2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,3,2,3,3,1,1,1,3,1,2,3,2,2,2,2,1,3,3,1,4,4,3,1,4,1,3,1,2,4,3,4,4,4,1,4,1,2,3,4,1,3,2,5,4,1,3,1,4,3,4,2,5,4,5,4,2,3,1,3,2,4,2,6,3,2,2,3,2,6,3,4,1,6,1,4,2,2,2,1,6,6,4,2,1,6,1,2,5,1,4,4,5,1,5,5,6,5,6,3,8,6,5,2,1,5,5,4,3,1,2,4,7,7,7,6,6,7,4,5,1,4,4,7,1,7,4,4,4,8,8,1,9,9,4,4,2,9,2,9,4,4,4,9,4,4,6,4,4,4,6,9,5,4,9,4,4,2,5,5,4,4,11,4,5,9,4,11,6,4,4,2,11,4,11,4,4,4,9,118,211,127,511,376,442,56,308,512,206,23,325,76,102,232,90,253,132,169,143,302,206,243,371,266,266,300,443,181,418,178,235,462,214,486,107,217,122,439,152,217,379,246,295,37,496,102,418,256,76,102,102,244,418,363,379,363,243,192,102,497,470,311,122,301,497,243,2,301,154,132,393,280,13,405,496,91,432,153,327,418,122,48,469,455,381,280,486,456,427,361,512,243,262,340,190,76,379,336,456,2138,907.0,1231,0,2138.0,2138.0,907.0,1231.0,0.0,0.0,0.0,452939.86217034014
1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,3,2,2,2,1,1,3,3,2,3,1,1,2,1,2,1,1,2,4,2,3,1,1,3,1,4,4,1,3,2,2,3,4,4,4,3,1,2,4,1,3,4,5,1,1,2,2,4,2,4,3,1,5,4,4,2,2,3,5,2,6,2,3,4,2,5,4,4,4,6,4,5,2,1,4,5,2,6,4,1,7,3,6,2,7,7,6,3,5,6,5,7,2,1,1,1,1,4,8,3,5,7,7,5,1,6,7,8,6,4,7,2,7,8,8,2,7,4,5,3,3,6,3,6,3,3,3,6,3,1,3,6,3,3,3,8,3,9,5,6,6,6,6,6,6,7,1,6,6,1,6,6,1,6,9,6,6,2,1,9,10,10,2,2,2,2,2,9,2,6,11,2,2,2,9,9,2,4,328,273,99,201,221,447,163,289,209,280,327,360,238,155,54,56,341,482,373,26,424,236,50,209,127,200,305,40,238,188,40,196,410,349,419,419,196,150,209,292,196,215,170,32,99,238,249,341,349,457,265,257,299,375,127,265,412,275,209,238,470,99,5,313,200,196,178,261,278,280,249,99,154,221,86,209,116,207,266,141,212,325,209,289,350,482,503,165,450,16,116,457,209,446,142,265,99,221,441,81,1408,1190.0,218,0,1408.0,1408.0,1190.0,218.0,0.0,0.0,0.0,1496381.4862135549
1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,3,3,1,1,2,2,2,2,3,2,2,1,3,2,1,2,2,1,4,1,1,2,1,4,3,4,4,2,1,2,4,3,2,3,1,2,2,4,2,1,3,2,4,3,5,3,3,1,2,1,5,4,4,4,3,1,4,2,1,5,4,3,6,2,3,6,5,2,2,2,1,6,6,3,1,1,6,1,2,6,1,2,3,4,5,1,2,4,7,4,3,4,6,7,1,7,6,4,4,4,5,7,2,7,2,4,2,6,4,4,1,1,1,1,4,7,1,2,1,3,9,1,5,1,7,3,1,7,1,1,3,1,3,3,5,8,8,2,3,9,1,1,9,1,8,9,6,1,9,3,1,1,1,9,1,9,3,5,1,4,4,4,4,4,4,11,4,6,11,11,4,4,11,11,11,4,4,2,233,45,408,350,354,190,192,397,45,426,82,343,203,307,502,309,280,446,387,452,489,279,397,134,446,114,416,341,245,439,149,478,426,114,15,457,65,475,360,212,119,426,325,82,233,176,214,30,439,428,324,475,324,160,377,477,248,505,439,439,347,191,99,15,265,168,279,212,309,360,45,168,492,302,291,279,230,238,355,439,149,353,99,161,351,237,104,52,489,27,260,45,131,317,439,347,480,136,421,168,1589,1136.0,453,0,1589.0,1589.0,1136.0,453.0,0.0,0.0,0.0,1056438.594721573
2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,3,2,1,1,3,2,1,2,3,3,1,3,2,4,2,2,2,3,4,4,4,3,2,1,2,1,2,4,3,5,2,5,5,2,1,1,5,4,4,2,2,1,5,1,3,1,3,4,5,3,3,6,2,3,1,4,2,4,3,4,3,3,6,5,4,3,5,6,2,5,5,5,2,3,5,7,3,2,5,3,3,3,4,4,5,1,6,7,4,3,8,2,1,6,4,7,6,8,8,8,7,5,5,5,1,8,3,2,1,3,3,8,4,3,4,7,8,3,3,1,3,3,3,6,4,5,7,3,10,9,3,5,3,3,9,4,7,7,3,9,3,7,9,7,7,3,7,2,11,6,6,6,6,3,6,6,6,2,6,6,1,10,4,6,6,6,6,2,198,426,96,385,440,147,500,127,128,167,150,171,473,422,30,146,38,472,22,345,150,147,365,43,196,132,38,434,451,400,449,460,286,327,248,100,214,78,62,74,267,316,344,472,492,94,490,196,196,511,196,132,455,357,98,232,99,96,434,504,331,475,512,127,355,365,89,367,12,62,254,171,108,269,415,12,35,103,4,380,406,267,88,437,295,188,194,196,380,190,235,315,469,39,470,51,397,168,10,422,1166,27.0,1139,0,1166.0,1166.0,27.0,1139.0,0.0,0.0,0.0,11314.972072918858
2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,2,1,3,1,1,3,3,2,1,1,3,3,2,3,3,2,3,4,2,2,4,4,1,1,3,3,1,1,2,3,3,3,1,2,3,5,3,1,4,5,3,4,3,5,1,2,4,2,2,5,5,2,4,3,1,2,3,6,1,2,6,2,3,4,1,1,2,5,4,5,6,3,1,1,5,3,5,4,3,1,3,4,7,6,6,3,5,3,5,7,6,5,5,5,2,2,2,3,6,1,5,7,6,2,7,7,5,8,3,5,4,4,8,8,7,3,8,1,2,1,8,9,2,8,2,2,2,8,8,8,2,7,2,8,9,7,7,2,9,7,9,2,8,10,2,2,10,2,7,7,9,2,9,9,5,4,4,4,4,4,4,9,4,2,8,4,4,10,4,4,8,4,4,4,2,387,354,485,283,362,204,494,173,125,382,231,436,6,441,405,368,382,6,483,11,30,512,218,60,382,298,362,231,302,256,268,298,71,317,354,51,362,317,405,322,244,302,255,195,256,396,313,490,170,396,6,382,396,218,396,405,265,309,426,362,101,103,145,362,471,268,19,180,121,125,233,188,265,362,225,340,315,341,431,150,354,451,376,322,171,140,153,366,340,262,60,340,125,295,392,447,9,392,282,281,1519,761.0,758,2,1517.0,1517.0,761.0,756.0,0.0,0.0,0.0,233064.58090056083
2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,1,1,2,3,1,3,1,3,2,2,2,1,3,4,4,2,1,3,4,4,1,2,1,3,2,4,4,2,3,1,2,4,2,5,4,3,2,4,2,5,4,4,1,1,5,3,4,5,1,5,1,3,4,3,6,2,5,3,6,4,6,5,1,4,3,2,1,4,2,5,2,6,3,4,4,1,1,1,4,5,2,5,6,1,1,6,4,5,7,4,6,1,1,7,4,5,1,8,3,1,2,5,3,1,2,6,1,2,6,8,6,8,9,4,4,4,5,4,6,4,4,4,4,3,4,4,4,1,3,9,4,8,6,7,7,4,7,3,3,3,3,4,3,8,7,3,7,7,3,7,7,1,3,3,8,3,8,8,3,3,3,7,3,8,2,11,4,9,6,9,3,11,341,414,293,414,490,91,77,59,172,227,508,5,310,284,74,93,150,354,451,361,484,162,293,293,453,261,482,461,491,484,288,491,434,227,194,284,270,284,506,272,261,354,370,113,227,387,316,324,211,414,86,11,91,329,291,150,507,97,261,156,63,145,413,270,484,354,419,503,211,291,63,135,272,434,18,74,344,455,108,324,362,143,11,386,397,40,416,211,208,143,362,278,135,247,179,331,5,31,199,256,1228,537.0,691,0,1228.0,1228.0,537.0,691.0,0.0,0.0,0.0,409936.46031641675
1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,3,3,2,3,3,1,3,1,2,3,2,2,1,1,2,2,2,4,1,4,3,1,2,2,3,3,1,2,1,2,2,1,1,3,1,4,2,5,2,4,5,3,5,1,1,5,4,1,2,5,3,1,2,3,5,5,4,1,4,3,1,3,1,3,3,3,6,2,5,5,5,1,3,3,5,2,4,7,5,2,6,1,4,2,5,7,5,5,2,6,4,2,4,7,2,4,3,6,6,3,6,5,6,3,8,3,6,6,1,6,7,5,4,1,8,3,7,6,6,6,7,6,5,6,6,6,6,1,6,6,6,3,7,3,9,5,8,9,1,10,10,10,10,4,4,2,2,1,10,7,10,10,5,2,4,8,1,1,8,1,1,8,1,10,10,10,1,1,5,1,10,1,2,10,1,3,246,67,273,126,297,345,342,42,377,247,142,46,390,390,176,303,10,404,147,356,186,470,31,280,497,158,419,386,419,377,214,386,10,164,142,246,68,232,46,46,507,404,365,296,248,508,111,183,135,97,85,298,508,69,214,46,205,126,497,106,333,499,153,274,190,254,493,345,85,248,455,497,369,112,247,386,253,242,481,298,241,85,164,340,169,474,429,483,452,380,164,298,187,270,201,435,190,24,438,17,1227,1182.0,45,0,1227.0,1227.0,1182.0,45.0,0.0,0.0,0.0,750552.3527238407
2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,3,3,2,2,1,1,2,2,1,3,2,3,3,4,1,2,4,3,2,1,3,1,1,4,1,3,3,4,3,3,1,1,1,1,4,1,2,5,4,3,4,4,5,3,3,5,3,4,5,5,4,5,5,1,1,5,2,5,3,2,6,4,3,2,3,2,3,4,3,3,5,4,3,2,6,2,3,2,5,1,1,4,1,7,5,1,1,5,3,2,6,6,4,7,4,6,4,2,6,2,1,3,8,1,5,7,2,5,8,5,3,4,4,8,3,3,8,5,3,3,1,7,4,8,5,8,3,8,8,7,6,3,1,6,6,6,9,3,6,1,4,4,6,8,3,6,6,6,6,1,1,6,2,4,9,11,9,11,6,9,11,9,1,8,9,1,2,11,11,4,11,9,6,140,336,343,473,272,476,366,214,490,283,401,490,272,124,58,127,96,361,490,64,418,40,366,476,486,96,344,313,58,430,338,127,314,462,85,472,251,462,386,25,314,233,117,303,339,77,306,314,22,403,71,361,85,243,311,82,28,282,49,126,40,361,286,343,311,58,136,375,258,476,20,498,418,166,127,375,59,277,214,403,82,14,206,45,291,283,66,497,412,395,71,166,184,314,206,412,232,462,317,272,1589,855.0,734,0,1589.0,1589.0,855.0,734.0,0.0,0.0,0.0,880710.0831796596
